0.000,41.000,600.000,467.000,416.000,439.000,39.000,321.000,459.000,69.000,531.000,250.000,62.000,17.000,91.000,10.000,430.887,290.755,39352.746,37297.928,33159.678
0.000,4.000,600.000,159.000,171.000,561.000,24.000,281.000,446.000,66.000,85.000,446.000,70.000,44.000,478.000,16.000,490.979,114.401,51679.847,3390.376,11954.734
0.000,390.000,600.000,401.000,237.000,379.000,14.000,314.000,184.000,17.000,224.000,99.000,71.000,497.000,194.000,25.000,463.958,429.968,32074.794,5180.555,-3880.094
0.000,189.000,600.000,97.000,40.000,529.000,40.000,240.000,482.000,63.000,465.000,517.000,39.000,542.000,77.000,44.000,486.506,174.423,31929.988,9533.964,-7609.108
0.000,238.000,600.000,326.000,232.000,215.000,22.000,81.000,290.000,73.000,311.000,334.000,61.000,378.000,299.000,60.000,431.996,338.116,67802.387,8634.661,6375.134
0.000,507.000,600.000,419.000,204.000,86.000,59.000,475.000,81.000,57.000,169.000,180.000,38.000,146.000,135.000,67.000,396.348,484.867,66580.399,2476.801,-2021.061
0.000,572.000,600.000,429.000,384.000,69.000,58.000,125.000,213.000,30.000,193.000,293.000,67.000,338.000,139.000,70.000,453.503,421.804,44341.827,10374.970,-13049.906
0.000,0.000,600.000,453.000,510.000,499.000,68.000,272.000,111.000,64.000,314.000,468.000,20.000,212.000,478.000,41.000,465.154,350.605,33630.634,20098.313,22497.646
0.000,185.000,600.000,316.000,312.000,412.000,46.000,513.000,305.000,25.000,500.000,301.000,10.000,372.000,381.000,65.000,373.568,249.590,43359.075,14878.359,9712.860
0.000,449.000,600.000,215.000,380.000,278.000,10.000,142.000,482.000,71.000,331.000,465.000,28.000,398.000,284.000,50.000,386.248,261.408,71560.756,8964.555,-20520.797
0.000,428.000,600.000,366.000,241.000,471.000,25.000,59.000,512.000,52.000,472.000,156.000,71.000,143.000,380.000,20.000,434.996,310.548,35287.996,23035.708,11434.890
0.000,451.000,600.000,510.000,238.000,204.000,39.000,168.000,525.000,41.000,479.000,196.000,20.000,74.000,453.000,55.000,440.887,463.300,38129.400,7734.062,6642.684
0.000,361.000,600.000,460.000,530.000,532.000,63.000,347.000,448.000,40.000,142.000,109.000,69.000,452.000,270.000,23.000,421.279,411.740,34133.981,9472.018,14851.537
0.000,458.000,600.000,213.000,379.000,101.000,22.000,493.000,202.000,67.000,405.000,441.000,67.000,35.000,284.000,17.000,456.411,329.898,24781.762,5147.219,-10024.961
0.000,371.000,600.000,5.000,388.000,422.000,57.000,432.000,501.000,46.000,37.000,158.000,28.000,372.000,241.000,45.000,475.776,111.346,36676.223,20796.212,-19043.892
0.000,105.000,600.000,61.000,464.000,548.000,34.000,366.000,224.000,31.000,516.000,531.000,55.000,524.000,580.000,14.000,413.971,55.982,44211.442,1492.516,-7873.566
0.000,495.000,600.000,109.000,233.000,319.000,15.000,481.000,202.000,58.000,122.000,116.000,23.000,480.000,177.000,31.000,479.744,215.883,31869.394,36378.407,-21875.946
0.000,275.000,600.000,104.000,295.000,436.000,70.000,119.000,398.000,58.000,68.000,307.000,42.000,244.000,152.000,56.000,348.972,120.027,53455.807,4303.214,-7242.752
0.000,409.000,600.000,121.000,532.000,66.000,50.000,126.000,393.000,38.000,316.000,497.000,56.000,181.000,488.000,70.000,406.594,211.984,56952.374,14359.002,-14142.059
0.000,81.000,600.000,181.000,301.000,176.000,30.000,473.000,206.000,63.000,273.000,95.000,58.000,482.000,111.000,61.000,477.367,226.269,31442.547,15509.499,2982.807
0.000,222.000,600.000,123.000,383.000,347.000,50.000,184.000,287.000,48.000,112.000,163.000,21.000,97.000,559.000,22.000,431.298,268.200,45002.646,24026.357,-18450.117
0.000,253.000,600.000,193.000,548.000,461.000,30.000,543.000,541.000,17.000,394.000,366.000,48.000,126.000,376.000,30.000,440.138,260.972,31947.897,1536.287,-145.737
0.000,331.000,600.000,226.000,250.000,528.000,34.000,493.000,166.000,58.000,271.000,552.000,41.000,147.000,434.000,57.000,436.860,231.695,45583.041,1445.033,-6259.944
0.000,482.000,600.000,304.000,96.000,136.000,61.000,327.000,135.000,60.000,194.000,519.000,43.000,48.000,435.000,38.000,366.846,313.755,52788.050,23366.913,-12561.564
0.000,109.000,600.000,537.000,536.000,186.000,63.000,570.000,157.000,19.000,268.000,563.000,19.000,278.000,356.000,16.000,326.261,379.964,36720.043,33972.545,24237.837
0.000,573.000,600.000,220.000,62.000,375.000,38.000,103.000,72.000,44.000,95.000,167.000,28.000,87.000,190.000,46.000,403.343,321.443,39744.814,18741.036,-24609.306
0.000,463.000,600.000,574.000,435.000,271.000,13.000,59.000,79.000,30.000,206.000,332.000,55.000,249.000,297.000,45.000,425.111,507.333,56866.778,1512.806,7907.579
0.000,47.000,600.000,252.000,241.000,199.000,48.000,216.000,245.000,37.000,389.000,449.000,59.000,76.000,109.000,41.000,434.817,235.891,52934.085,10447.605,17331.003
0.000,486.000,600.000,301.000,332.000,410.000,44.000,382.000,55.000,53.000,284.000,165.000,34.000,483.000,56.000,35.000,419.005,372.570,52766.261,17170.099,-12264.940
0.000,101.000,600.000,15.000,331.000,342.000,68.000,67.000,300.000,43.000,238.000,421.000,42.000,203.000,283.000,61.000,467.374,62.018,36355.919,4884.048,-6554.072
0.000,399.000,600.000,334.000,92.000,391.000,35.000,128.000,497.000,30.000,64.000,96.000,29.000,533.000,143.000,27.000,329.853,408.302,70819.978,10499.759,-11611.155
0.000,105.000,600.000,288.000,482.000,447.000,49.000,188.000,241.000,28.000,279.000,542.000,34.000,434.000,317.000,36.000,473.173,236.474,51019.633,5754.912,15088.082
0.000,552.000,600.000,474.000,396.000,55.000,16.000,511.000,125.000,35.000,457.000,380.000,19.000,434.000,287.000,36.000,407.043,363.801,33240.833,18543.417,3839.846
0.000,182.000,600.000,330.000,57.000,226.000,52.000,425.000,425.000,66.000,409.000,251.000,14.000,65.000,302.000,60.000,410.172,318.317,36296.116,17653.408,11782.236
0.000,147.000,600.000,125.000,353.000,342.000,52.000,555.000,521.000,40.000,494.000,164.000,71.000,370.000,528.000,44.000,372.779,185.613,43091.548,6163.324,2364.125
0.000,201.000,600.000,440.000,129.000,200.000,67.000,222.000,332.000,63.000,155.000,269.000,60.000,552.000,327.000,17.000,439.958,376.539,28505.919,22933.884,18053.322
0.000,474.000,600.000,302.000,156.000,392.000,12.000,209.000,68.000,16.000,137.000,190.000,16.000,303.000,251.000,52.000,412.993,347.662,52627.959,16939.397,-10061.275
0.000,442.000,600.000,96.000,355.000,212.000,21.000,151.000,444.000,70.000,292.000,306.000,50.000,138.000,88.000,43.000,452.250,209.773,45423.108,52309.661,-29152.523
0.000,149.000,600.000,330.000,158.000,230.000,37.000,442.000,412.000,28.000,207.000,365.000,62.000,248.000,192.000,30.000,289.179,326.000,68257.667,17668.747,4971.675
0.000,144.000,600.000,569.000,328.000,459.000,20.000,182.000,149.000,71.000,336.000,452.000,46.000,293.000,495.000,57.000,394.570,363.333,40656.774,39809.249,32226.454
0.000,257.000,600.000,29.000,56.000,360.000,17.000,540.000,228.000,30.000,166.000,537.000,61.000,284.000,86.000,56.000,443.214,139.960,27752.298,17677.963,-10513.531
0.000,337.000,600.000,425.000,448.000,338.000,48.000,217.000,27.000,16.000,566.000,495.000,22.000,114.000,214.000,41.000,419.682,408.603,51610.854,6160.346,11862.456
0.000,374.000,600.000,74.000,119.000,501.000,42.000,477.000,569.000,13.000,429.000,307.000,67.000,360.000,507.000,28.000,473.135,166.051,26982.432,28997.233,-14681.462
0.000,579.000,600.000,167.000,514.000,203.000,28.000,148.000,131.000,50.000,134.000,413.000,29.000,156.000,556.000,28.000,401.478,226.592,33952.007,18091.046,-18697.139
