"Start Loc X","Start Loc Y","Goal Loc X","Goal Loc Y","Mean X","Mean Y","SXX","SYY","SXY"
0,41,600,467487.333,341,40055,36394.8,29529.1
0,4,600,159436.125,157.625,48019.8,16136.6,-1736.8
0,390,600,401474.667,398.333,28954.8,703.152,-306.697
0,189,600,97485.545,147.909,34729.9,5846.29,-6863.65
0,238,600,326440.1,317.4,48483,4279.82,-3878.93
0,507,600,419457.091,495.091,47320.1,3648.09,-5212.71
0,572,600,429508.833,404.5,26959.2,4031.91,-7568.09
0,0,600,453415.875,420.5,43912.4,30914.3,26184.9
0,185,600,316431.25,295.583,31114.9,3032.45,8554.48
0,449,600,215454.333,275.833,52620.7,8979.77,-19537.7
0,428,600,366425.615,381.538,46966.4,3475.27,-267.026
0,451,600,510482.75,492.5,26157.8,816.818,2732.59
0,361,600,460354.833,439,70024.6,4684.4,9127.4
0,458,600,213509.083,234.833,29170.3,8776.33,-8274.26
0,371,600,5505.111,68.1111,36531.6,14382.9,-22286.1
0,105,600,61477.667,49.8333,39068.1,467.061,-3061.52
0,495,600,109501.333,216,27904.4,16906.4,-16720.7
0,275,600,104441.5,135.25,86729.7,8953.58,-27258.8
0,409,600,121477.4,130.5,31448.9,10076.9,-15507.2
0,81,600,181486.583,213.75,31843,15470.2,-3696.11
0,222,600,123410.5,225.3,58211.6,11846.2,-6048.72
0,253,600,193471.091,286,33628.3,5611.4,-1162.8
0,331,600,226449.571,185.143,39516.1,6044.75,3341.14
0,482,600,304464.917,328.25,28205.7,7621.84,-9230.52
0,109,600,537255.75,380.875,40853.1,26584.1,29080.5
0,573,600,220469.444,357.333,40837.3,19538.8,-21481.7
0,463,600,574452.667,529,52034.7,7047.2,6033.4
0,47,600,252429.778,232.444,54985.9,15721,24189.5
0,486,600,301477.667,335.667,55506.7,6130.67,-17935.3
0,101,600,15486,29.7778,35237.8,996.694,-5349.75
0,399,600,334433.286,309.143,61634.9,3629.14,-5622.21
0,105,600,288494.167,267.917,28714.3,7346.63,10434.1
0,552,600,474411.833,499.333,53072.6,866.667,-6460.73
0,182,600,330440.556,265.667,51925,11177.8,13421.6
0,147,600,125346.5,160.5,44376.6,3696.57,-5904.86
0,201,600,440446.333,410.333,37583,7571.25,11122.5
0,474,600,302448.2,400.6,64201.7,8359.3,-11711.1
0,442,600,96455.889,184.111,39966.1,18876.1,-24243.1
0,149,600,330485.625,288.375,41855.4,4136.27,12483
0,144,600,569367.333,445.111,49096.5,23501.1,29592.1
0,257,600,29477.667,162.667,36225.2,18723.3,-10405.1
0,337,600,425470,438.222,40367,3854.94,5485.75
0,374,600,74493.615,96.1538,26548.8,7502.31,-13655
0,579,600,167418.333,328.333,56839.9,44839.1,-45668.1
0,223,600,552349.2,497.9,46847.3,11168.5,14156.6
0,94,600,69453.25,170.25,40372.2,14769.9,-3588.93
0,358,600,496470.917,413.583,28843.7,27969,11980.6
0,291,600,473438.75,426,61439.1,11072,19755.4
0,573,600,443390.429,412.143,54983.6,6106.81,-7557.4
0,216,600,491404.063,448.313,33365.1,11518.5,15385
0,112,600,298472.25,242.875,39601.1,4433.27,12227.9
0,319,600,80463,205.286,44339.3,30462.2,-14000.5
0,71,600,269410.308,271,54975.9,23069.2,-372.917
0,328,600,540480.429,439.571,48119,14277,16176.7
0,282,600,463501.5,376.3,34478.5,17598,10875.3
0,594,600,561514.583,525.417,27821,6700.08,-2976.54
