0.000,582.000,600.000,226.000,240.000,304.000,56.000,491.000,310.000,0.000,506.000,540.000,0.000,321.000,443.000,0.000,303.840,376.408,47403.802,11366.836,-22706.955
0.000,94.000,600.000,542.000,358.000,547.000,12.000,211.000,186.000,36.000,142.000,307.000,71.000,420.000,330.000,0.000,305.219,305.909,50183.144,15313.861,27668.595
0.000,596.000,600.000,47.000,518.000,531.000,15.000,465.000,232.000,69.000,428.000,177.000,0.000,487.000,179.000,0.000,303.037,318.515,54744.274,19704.219,-32766.866
0.000,74.000,600.000,538.000,300.000,199.000,42.000,33.000,516.000,0.000,539.000,517.000,0.000,496.000,413.000,0.000,303.363,321.118,52254.249,16664.656,29502.006
0.000,218.000,600.000,570.000,167.000,175.000,74.000,171.000,338.000,64.000,130.000,466.000,65.000,349.000,327.000,65.000,307.110,386.180,46852.205,11568.834,22501.379
0.000,572.000,600.000,196.000,359.000,188.000,54.000,413.000,308.000,0.000,288.000,385.000,0.000,202.000,182.000,0.000,303.857,366.989,49528.775,13142.734,-25329.979
0.000,597.000,600.000,62.000,328.000,472.000,34.000,225.000,319.000,0.000,458.000,470.000,0.000,352.000,165.000,0.000,302.511,310.496,55812.203,19785.611,-33095.992
0.000,14.000,600.000,556.000,153.000,295.000,69.000,399.000,187.000,66.000,257.000,531.000,0.000,464.000,383.000,0.000,305.574,299.184,53070.425,17777.284,30701.314
0.000,553.000,600.000,81.000,287.000,207.000,14.000,139.000,99.000,0.000,29.000,432.000,0.000,436.000,491.000,0.000,304.434,304.836,53528.399,18267.921,-31261.755
0.000,547.000,600.000,76.000,501.000,26.000,20.000,454.000,311.000,16.000,322.000,260.000,21.000,89.000,54.000,22.000,303.683,294.177,53209.183,17020.208,-30086.628
0.000,456.000,600.000,141.000,408.000,487.000,46.000,165.000,497.000,45.000,249.000,411.000,13.000,540.000,382.000,18.000,303.362,285.195,46370.131,11095.640,-21668.169
0.000,568.000,600.000,132.000,285.000,405.000,0.000,244.000,436.000,0.000,597.000,526.000,0.000,529.000,316.000,0.000,301.812,332.888,49737.413,14112.056,-26358.551
0.000,577.000,600.000,37.000,189.000,281.000,64.000,538.000,177.000,57.000,101.000,116.000,11.000,332.000,153.000,64.000,305.158,285.741,56016.698,19942.537,-33294.187
0.000,27.000,600.000,476.000,515.000,150.000,21.000,232.000,286.000,48.000,219.000,568.000,0.000,561.000,419.000,0.000,305.278,272.289,49589.847,14338.645,26526.477
0.000,56.000,600.000,434.000,508.000,489.000,28.000,293.000,337.000,44.000,515.000,588.000,0.000,245.000,471.000,0.000,304.306,265.206,48197.267,12806.540,24540.729
0.000,15.000,600.000,574.000,213.000,346.000,54.000,248.000,150.000,64.000,183.000,297.000,0.000,386.000,50.000,0.000,306.301,309.139,55144.655,19736.384,32891.763
0.000,12.000,600.000,39.000,70.000,164.000,44.000,226.000,274.000,12.000,74.000,63.000,63.000,169.000,454.000,55.000,303.752,88.789,39990.918,4088.239,2120.828
0.000,408.000,600.000,103.000,514.000,170.000,10.000,122.000,236.000,0.000,8.000,500.000,0.000,149.000,256.000,0.000,303.965,254.439,45859.446,9781.823,-19993.775
0.000,161.000,600.000,432.000,340.000,364.000,25.000,149.000,396.000,54.000,382.000,269.000,58.000,209.000,538.000,0.000,304.424,299.609,44242.028,9269.719,18541.651
0.000,129.000,600.000,478.000,349.000,423.000,30.000,125.000,365.000,0.000,475.000,104.000,0.000,53.000,113.000,0.000,304.580,306.715,46368.901,9784.762,20470.629
0.000,133.000,600.000,558.000,381.000,380.000,26.000,409.000,287.000,0.000,69.000,332.000,0.000,424.000,400.000,0.000,305.960,339.867,51884.996,16142.693,28940.516
0.000,566.000,600.000,58.000,442.000,225.000,55.000,519.000,450.000,0.000,383.000,358.000,0.000,270.000,372.000,0.000,303.303,295.156,53921.959,17822.521,-30974.167
0.000,62.000,600.000,361.000,236.000,425.000,42.000,305.000,466.000,58.000,400.000,492.000,28.000,306.000,262.000,42.000,305.011,233.423,45116.054,9148.257,18789.866
0.000,534.000,600.000,35.000,141.000,457.000,45.000,407.000,289.000,72.000,422.000,227.000,49.000,531.000,35.000,0.000,303.545,284.946,51157.471,16232.367,-28737.999
0.000,483.000,600.000,152.000,2.000,215.000,0.000,534.000,416.000,0.000,569.000,256.000,0.000,110.000,61.000,0.000,303.048,322.157,45349.093,9054.251,-18974.297
0.000,52.000,600.000,426.000,181.000,313.000,0.000,283.000,520.000,0.000,218.000,204.000,0.000,416.000,504.000,0.000,303.828,245.828,48110.470,12503.627,24235.637
0.000,595.000,600.000,314.000,364.000,452.000,56.000,95.000,65.000,20.000,429.000,134.000,74.000,297.000,149.000,74.000,304.016,411.009,43118.450,7426.716,-15419.346
